,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__num_layers,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
26,107.12337684631348,2.15623799850906,0.018101310729980467,0.001022702664351028,20,0.1,300,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 20, 'lr': 0.1, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.9038461538461539,0.9519230769230769,0.8653846153846154,0.9519230769230769,0.9615384615384616,0.926923076923077,0.03679062782636342,11
5,140.24388284683226,1.122001020828466,0.034508132934570314,0.0015200344722066264,10,0.1,200,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 10, 'lr': 0.1, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.9038461538461539,0.9519230769230769,0.8653846153846154,0.9519230769230769,0.9615384615384616,0.926923076923077,0.03679062782636342,11
23,70.98674240112305,0.7621445396325616,0.01919980049133301,0.0007501900872103969,20,0.1,200,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 20, 'lr': 0.1, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.875,0.9519230769230769,0.8557692307692307,0.9519230769230769,0.9423076923076923,0.9153846153846154,0.04142434467026541,13
44,80.50123729705811,1.347747748232369,0.013800573348999024,0.001164128829582331,30,0.1,300,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 30, 'lr': 0.1, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.875,0.9326923076923077,0.8557692307692307,0.9326923076923077,0.9230769230769231,0.9038461538461539,0.03217923178977216,14
2,99.41142687797546,0.458605166162836,0.057207775115966794,0.010353431087203624,10,0.1,100,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 10, 'lr': 0.1, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.8653846153846154,0.9230769230769231,0.8557692307692307,0.9326923076923077,0.9230769230769231,0.9,0.03252218177939957,15
41,50.31940746307373,0.4230690414815991,0.013199234008789062,0.0009799786070051706,30,0.1,200,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 30, 'lr': 0.1, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.8846153846153846,0.8653846153846154,0.8557692307692307,0.8365384615384616,0.9134615384615384,0.8711538461538462,0.026227272494203552,16
37,19.956938695907592,0.08442737486322174,0.013799715042114257,0.001469230628641924,30,0.1,100,0,<class 'torch.optim.adam.Adam'>,"{'batch_size': 30, 'lr': 0.1, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adam.Adam'>}",0.875,0.6153846153846154,0.8942307692307693,0.9519230769230769,0.9711538461538461,0.8615384615384615,0.1280832754257439,17
21,41.20117564201355,0.19019877958406872,0.019501495361328124,0.0019004465354496795,20,0.1,200,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 20, 'lr': 0.1, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.875,0.875,0.8076923076923077,0.9134615384615384,0.8076923076923077,0.8557692307692306,0.041691314208997673,18
24,60.064094161987306,0.5264168617235147,0.019402837753295897,0.00215589045671982,20,0.1,300,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 20, 'lr': 0.1, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.7980769230769231,0.9230769230769231,0.8173076923076923,0.7980769230769231,0.8365384615384616,0.8346153846153846,0.04647325374459451,19
15,129.21389112472534,2.0425663338291096,0.033701324462890626,0.0017181174897650346,10,0.01,300,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 10, 'lr': 0.01, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.8653846153846154,0.7980769230769231,0.7884615384615384,0.7884615384615384,0.9038461538461539,0.8288461538461538,0.04726232972094043,20
22,55.56797351837158,0.2747860981236061,0.020704936981201173,0.0029241034373481186,20,0.1,200,0,<class 'torch.optim.adam.Adam'>,"{'batch_size': 20, 'lr': 0.1, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adam.Adam'>}",0.7788461538461539,0.9038461538461539,0.8653846153846154,0.6153846153846154,0.9615384615384616,0.825,0.12046507510281404,21
40,38.423241186141965,0.1442301673232586,0.01260218620300293,0.0018513815950108893,30,0.1,200,0,<class 'torch.optim.adam.Adam'>,"{'batch_size': 30, 'lr': 0.1, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adam.Adam'>}",0.8846153846153846,0.9615384615384616,0.8653846153846154,0.6153846153846154,0.6153846153846154,0.7884615384615385,0.14493418216474438,22
19,29.01796727180481,0.29174965261925934,0.01920623779296875,0.0012112468914246717,20,0.1,100,0,<class 'torch.optim.adam.Adam'>,"{'batch_size': 20, 'lr': 0.1, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adam.Adam'>}",0.6153846153846154,0.9230769230769231,0.8846153846153846,0.8269230769230769,0.6153846153846154,0.7730769230769231,0.13234346564680963,23
3,87.45997366905212,12.04106924801569,0.03670315742492676,0.006381826367700892,10,0.1,200,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 10, 'lr': 0.1, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.8653846153846154,0.6153846153846154,0.75,0.7788461538461539,0.6538461538461539,0.7326923076923076,0.08945925653548467,24
4,113.39233427047729,0.567314800617327,0.03540787696838379,0.0014630614616424997,10,0.1,200,0,<class 'torch.optim.adam.Adam'>,"{'batch_size': 10, 'lr': 0.1, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adam.Adam'>}",0.6153846153846154,0.6153846153846154,0.8557692307692307,0.6153846153846154,0.9326923076923077,0.726923076923077,0.13875503082728802,25
7,171.40501341819763,0.6528073732097304,0.0352057933807373,0.0020129682943463034,10,0.1,300,0,<class 'torch.optim.adam.Adam'>,"{'batch_size': 10, 'lr': 0.1, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adam.Adam'>}",0.6153846153846154,0.8461538461538461,0.6153846153846154,0.9423076923076923,0.6153846153846154,0.7269230769230769,0.13994927229738652,26
1,86.28745932579041,0.4065901959423509,0.04751496315002442,0.00857782252084427,10,0.1,100,0,<class 'torch.optim.adam.Adam'>,"{'batch_size': 10, 'lr': 0.1, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adam.Adam'>}",0.6153846153846154,0.6153846153846154,0.8461538461538461,0.6153846153846154,0.7307692307692307,0.6846153846153846,0.09230769230769229,27
25,83.4414137840271,0.7843097198834342,0.019600486755371092,0.0008002997066194235,20,0.1,300,0,<class 'torch.optim.adam.Adam'>,"{'batch_size': 20, 'lr': 0.1, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adam.Adam'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.8846153846153846,0.6692307692307693,0.10769230769230767,28
12,88.10211367607117,1.2804314598237847,0.03460140228271484,0.0013559046028537173,10,0.01,200,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 10, 'lr': 0.01, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.75,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.75,0.6692307692307693,0.0659478007672394,28
43,58.44041976928711,0.2769035946910884,0.01339893341064453,0.0010194877400109784,30,0.1,300,0,<class 'torch.optim.adam.Adam'>,"{'batch_size': 30, 'lr': 0.1, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adam.Adam'>}",0.6153846153846154,0.6153846153846154,0.875,0.6153846153846154,0.6153846153846154,0.6673076923076924,0.10384615384615382,30
0,70.3874831199646,0.46657080328104705,0.05811119079589844,0.014657477270058094,10,0.1,100,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 10, 'lr': 0.1, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.38461538461538464,0.9038461538461539,0.6153846153846154,0.7403846153846154,0.6634615384615384,0.6615384615384615,0.1695582495781317,31
20,35.71317858695984,0.2861991148249468,0.01960463523864746,0.0017720523942218681,20,0.1,100,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 20, 'lr': 0.1, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.7211538461538461,0.6153846153846154,0.7307692307692307,0.6153846153846154,0.6153846153846154,0.6596153846153847,0.054256676844868755,32
18,21.284103393554688,0.351760998908003,0.020403385162353516,0.0034981448387759505,20,0.1,100,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 20, 'lr': 0.1, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.38461538461538464,0.6153846153846154,0.7307692307692307,0.5961538461538461,0.8942307692307693,0.6442307692307693,0.167649959366949,33
36,14.418054866790772,0.0738322620658068,0.014600467681884766,0.0013562910934450708,30,0.1,100,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 30, 'lr': 0.1, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.7019230769230769,0.7211538461538461,0.7788461538461539,0.38461538461538464,0.6403846153846153,0.13822094481589545,34
42,41.19024386405945,0.6363006196458343,0.014199781417846679,0.002040572944639351,30,0.1,300,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 30, 'lr': 0.1, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6634615384615384,0.6538461538461539,0.6326923076923077,0.021414478318576985,35
39,27.931669855117796,0.31770869285616443,0.012401342391967773,0.0012020708401885903,30,0.1,200,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 30, 'lr': 0.1, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.8557692307692307,0.6173076923076923,0.14901054329085012,36
51,45.318856143951415,0.5135985805093959,0.011907863616943359,0.0012733740332787585,30,0.01,300,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 30, 'lr': 0.01, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
50,50.41995363235473,0.7436443318507583,0.012001562118530273,0.0022773216082125343,30,0.01,200,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 30, 'lr': 0.01, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
48,28.44513659477234,0.33861279587338594,0.014001274108886718,0.0006330178343062834,30,0.01,200,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 30, 'lr': 0.01, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
47,23.95237636566162,0.3502455005872724,0.012502527236938477,0.0006267252842280557,30,0.01,100,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 30, 'lr': 0.01, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
9,42.342810440063474,0.2640876443016371,0.03480172157287598,0.0033111817859198113,10,0.01,100,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 10, 'lr': 0.01, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
45,14.696822261810302,0.07951404053944594,0.013401317596435546,0.0008006477204875862,30,0.01,100,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 30, 'lr': 0.01, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
11,70.79134902954101,0.5065956123230092,0.03340468406677246,0.0009741865368728057,10,0.01,100,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 10, 'lr': 0.01, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
29,34.89190936088562,0.4018922311203669,0.02000560760498047,0.001875202721133883,20,0.01,100,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 20, 'lr': 0.01, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
30,44.33344788551331,0.6895282311166102,0.019004201889038085,0.0011423256165827935,20,0.01,200,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 20, 'lr': 0.01, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
17,221.1175269603729,0.3726020093496123,0.034402990341186525,0.0013560891280847487,10,0.01,300,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 10, 'lr': 0.01, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
38,24.656592655181885,0.2743785933886163,0.012302732467651368,0.0010756461562578504,30,0.1,100,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 30, 'lr': 0.1, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
35,113.12154150009155,0.23262132139497102,0.019600677490234374,0.002331038823955103,20,0.01,300,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 20, 'lr': 0.01, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
27,21.369821119308472,0.19944238570817124,0.020001602172851563,0.0016726581853935898,20,0.01,100,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 20, 'lr': 0.01, 'max_epochs': 100, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
33,70.78787603378296,0.7639742593292785,0.019201087951660156,0.0023163514881773934,20,0.01,300,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 20, 'lr': 0.01, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
32,71.64389538764954,0.20180484027052895,0.01710515022277832,0.002411999846263706,20,0.01,200,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 20, 'lr': 0.01, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
14,141.80277252197266,0.5973239162946719,0.038508367538452146,0.007084296635273662,10,0.01,200,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 10, 'lr': 0.01, 'max_epochs': 200, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
53,39.54978613853454,6.632656817910966,0.0035792827606201173,0.0005171937384272041,30,0.01,300,0,<class 'torch.optim.adadelta.Adadelta'>,"{'batch_size': 30, 'lr': 0.01, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.adadelta.Adadelta'>}",0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,37
6,123.88067579269409,0.3154653815758369,0.0353034496307373,0.0013993693099916477,10,0.1,300,0,<class 'torch.optim.sgd.SGD'>,"{'batch_size': 10, 'lr': 0.1, 'max_epochs': 300, 'module__num_layers': 0, 'optimizer': <class 'torch.optim.sgd.SGD'>}",0.7692307692307693,0.6153846153846154,0.6057692307692307,0.38461538461538464,0.6634615384615384,0.6076923076923076,0.12572276252831657,54
